route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type
478,0,44650,,,2521697,
478,0,44651,,,2521697,
478,0,44652,,,2521697,
478,0,44653,,,2521697,
478,0,44654,,,2521697,
478,0,44655,,,2521697,
478,0,44656,,,2521697,
478,0,44657,,,2521697,
478,0,44658,,,2521697,
478,0,44659,,,2521697,
478,0,44660,,,2521697,
478,0,44661,,,2521697,
478,0,44662,,,2521697,
478,0,44663,,,2521697,
478,0,44664,,,2521697,
478,0,44665,,,2521697,
478,0,44666,,,2521697,
478,0,44667,,,2521697,
478,0,44668,,,2521697,
478,0,44669,,,2521697,
478,0,44670,,,2521697,
478,0,44671,,,2521697,
478,0,44672,,,2521697,
478,0,44673,,,2521697,
478,0,44674,,,2521697,
478,0,44675,,,2521697,
478,0,44676,,,2521697,
478,0,44677,,,2521697,
478,0,44678,,,2521697,
478,0,44679,,,2521697,
478,0,44680,,,2521697,
478,0,44681,,,2521697,
478,0,44682,,,2521697,
478,0,44683,,,2521697,
478,0,44684,,,2521697,
478,0,44685,,,2521697,
478,1,44751,,,2521697,
478,1,44752,,,2521697,
478,1,44753,,,2521697,
478,1,44754,,,2521697,
478,1,44755,,,2521697,
478,1,44756,,,2521697,
478,1,44757,,,2521697,
478,1,44758,,,2521697,
478,1,44759,,,2521697,
478,1,44760,,,2521697,
478,1,44761,,,2521697,
478,1,44762,,,2521697,
478,1,44763,,,2521697,
478,1,44764,,,2521697,
478,1,44765,,,2521697,
478,1,44766,,,2521697,
478,1,44767,,,2521697,
478,1,44768,,,2521697,
478,1,44769,,,2521697,
478,1,44770,,,2521697,
478,1,44771,,,2521697,
478,1,44772,,,2521697,
478,1,44773,,,2521697,
478,1,44774,,,2521697,
478,1,44775,,,2521697,
478,1,44776,,,2521697,
478,1,44777,,,2521697,
478,1,44778,,,2521697,
478,1,44779,,,2521697,
478,1,44780,,,2521697,
478,1,44781,,,2521697,
478,1,44782,,,2521697,
478,1,44783,,,2521697,
478,1,44784,,,2521697,
478,1,44785,,,2521697,
478,1,44786,,,2521697,
478,1,44787,,,2521697,
478,1,44788,,,2521697,
478,1,44789,,,2521697,
478,1,44790,,,2521697,
478,0,44588,,,2521698,
478,0,44589,,,2521698,
478,0,44590,,,2521698,
478,0,44591,,,2521698,
478,0,44592,,,2521698,
478,0,44593,,,2521698,
478,0,44594,,,2521698,
478,0,44595,,,2521698,
478,0,44596,,,2521698,
478,0,44597,,,2521698,
478,0,44598,,,2521698,
478,0,44599,,,2521698,
478,0,44600,,,2521698,
478,0,44601,,,2521698,
478,0,44602,,,2521698,
478,0,44603,,,2521698,
478,0,44604,,,2521698,
478,0,44605,,,2521698,
478,0,44606,,,2521698,
478,0,44607,,,2521698,
478,0,44608,,,2521698,
478,0,44609,,,2521698,
478,0,44610,,,2521698,
478,0,44611,,,2521698,
478,0,44612,,,2521698,
478,0,44613,,,2521698,
478,0,44614,,,2521698,
478,0,44615,,,2521698,
478,0,44616,,,2521698,
478,0,44617,,,2521698,
478,0,44618,,,2521698,
478,0,44619,,,2521698,
478,0,44620,,,2521698,
478,0,44621,,,2521698,
478,0,44622,,,2521698,
478,0,44623,,,2521698,
478,0,44624,,,2521698,
478,0,44625,,,2521698,
478,0,44626,,,2521698,
478,0,44627,,,2521698,
478,0,44628,,,2521698,
478,0,44629,,,2521698,
478,0,44630,,,2521698,
478,0,44631,,,2521698,
478,0,44632,,,2521698,
478,0,44633,,,2521698,
478,0,44634,,,2521698,
478,0,44635,,,2521698,
478,0,44636,,,2521698,
478,0,44637,,,2521698,
478,0,44638,,,2521698,
478,0,44639,,,2521698,
478,0,44640,,,2521698,
478,0,44641,,,2521698,
478,0,44642,,,2521698,
478,0,44643,,,2521698,
478,0,44644,,,2521698,
478,0,44645,,,2521698,
478,0,44646,,,2521698,
478,0,44647,,,2521698,
478,0,44648,,,2521698,
478,0,44649,,,2521698,
478,1,44711,,,2521698,
478,1,44712,,,2521698,
478,1,44713,,,2521698,
478,1,44714,,,2521698,
478,1,44715,,,2521698,
478,1,44716,,,2521698,
478,1,44717,,,2521698,
478,1,44718,,,2521698,
478,1,44719,,,2521698,
478,1,44720,,,2521698,
478,1,44721,,,2521698,
478,1,44722,,,2521698,
478,1,44723,,,2521698,
478,1,44724,,,2521698,
478,1,44725,,,2521698,
478,1,44726,,,2521698,
478,1,44727,,,2521698,
478,1,44728,,,2521698,
478,1,44729,,,2521698,
478,1,44730,,,2521698,
478,1,44731,,,2521698,
478,1,44732,,,2521698,
478,1,44733,,,2521698,
478,1,44734,,,2521698,
478,1,44735,,,2521698,
478,1,44736,,,2521698,
478,1,44737,,,2521698,
478,1,44738,,,2521698,
478,1,44739,,,2521698,
478,1,44740,,,2521698,
478,1,44741,,,2521698,
478,1,44742,,,2521698,
478,1,44743,,,2521698,
478,1,44744,,,2521698,
478,1,44745,,,2521698,
478,1,44746,,,2521698,
478,1,44747,,,2521698,
478,1,44748,,,2521698,
478,1,44749,,,2521698,
478,1,44750,,,2521698,
478,2,44791,,,2521698,
478,2,44792,,,2521698,
478,2,44793,,,2521698,
478,2,44794,,,2521698,
478,2,44795,,,2521698,
478,2,44796,,,2521698,
478,2,44797,,,2521698,
478,2,44798,,,2521698,
478,2,44799,,,2521698,
478,2,44800,,,2521698,
478,2,44801,,,2521698,
478,2,44802,,,2521698,
478,2,44803,,,2521698,
478,2,44804,,,2521698,
478,2,44805,,,2521698,
478,2,44806,,,2521698,
478,2,44807,,,2521698,
478,2,44808,,,2521698,
478,2,44809,,,2521698,
478,2,44810,,,2521698,
478,2,44811,,,2521698,
478,2,44812,,,2521698,
478,2,44813,,,2521698,
478,2,44814,,,2521698,
478,2,44815,,,2521698,
478,2,44816,,,2521698,
478,2,44817,,,2521698,
478,2,44818,,,2521698,
478,2,44819,,,2521698,
478,2,44820,,,2521698,
478,2,44821,,,2521698,
478,2,44822,,,2521698,
478,2,44823,,,2521698,
478,2,44824,,,2521698,
478,2,44825,,,2521698,
478,2,44826,,,2521698,
478,2,44827,,,2521698,
478,2,44828,,,2521698,
478,0,44686,,,2521697,
478,0,44687,,,2521697,
478,0,44688,,,2521697,
478,0,44689,,,2521697,
478,0,44690,,,2521697,
478,0,44691,,,2521697,
478,0,44692,,,2521697,
478,0,44693,,,2521697,
478,0,44694,,,2521697,
478,0,44695,,,2521697,
478,0,44696,,,2521697,
478,0,44697,,,2521697,
478,0,44698,,,2521697,
478,0,44699,,,2521697,
478,0,44700,,,2521697,
478,0,44701,,,2521697,
478,0,44702,,,2521697,
478,0,44703,,,2521697,
478,0,44704,,,2521697,
478,0,44705,,,2521697,
478,0,44706,,,2521697,
478,0,44707,,,2521697,
478,0,44708,,,2521697,
478,0,44709,,,2521697,
478,0,44710,,,2521697,
478,2,44829,,,2521697,
478,2,44830,,,2521697,
478,2,44831,,,2521697,
478,2,44832,,,2521697,
478,2,44833,,,2521697,
478,2,44834,,,2521697,
478,2,44835,,,2521697,
478,2,44836,,,2521697,
478,2,44837,,,2521697,
478,2,44838,,,2521697,
478,2,44839,,,2521697,
478,2,44840,,,2521697,
478,2,44841,,,2521697,
478,2,44842,,,2521697,
478,2,44843,,,2521697,
478,2,44844,,,2521697,
478,2,44845,,,2521697,
478,2,44846,,,2521697,
478,2,44847,,,2521697,
478,2,44848,,,2521697,
478,2,44849,,,2521697,
478,2,44850,,,2521697,
478,2,44851,,,2521697,
478,2,44852,,,2521697,
478,2,44853,,,2521697,
478,2,44854,,,2521697,
478,2,44855,,,2521697,
478,2,44856,,,2521697,
478,2,44857,,,2521697,
478,2,44858,,,2521697,
478,2,44859,,,2521697,
478,2,44860,,,2521697,
478,2,44861,,,2521697,
478,2,44862,,,2521697,
478,2,44863,,,2521697,
478,2,44864,,,2521697,
478,2,44865,,,2521697,
475,0,44275,,,2168842,
475,0,44276,,,2168842,
475,0,44277,,,2168842,
475,0,44278,,,2168842,
475,0,44279,,,2168842,
475,0,44280,,,2168842,
475,0,44281,,,2168842,
475,0,44282,,,2168842,
475,0,44283,,,2168842,
475,0,44284,,,2168842,
475,0,44285,,,2168842,
475,0,44286,,,2168842,
475,0,44287,,,2168842,
475,0,44288,,,2168842,
475,0,44289,,,2168842,
475,0,44290,,,2168842,
475,0,44291,,,2168842,
475,0,44292,,,2168842,
475,0,44293,,,2168842,
475,0,44294,,,2168842,
475,0,44295,,,2168842,
475,0,44296,,,2168842,
475,0,44297,,,2168842,
475,0,44298,,,2168842,
475,0,44299,,,2168842,
475,0,44300,,,2168842,
475,0,44301,,,2168842,
475,0,44302,,,2168842,
475,0,44303,,,2168842,
475,0,44304,,,2168842,
475,0,44305,,,2168842,
475,0,44306,,,2168842,
475,0,44307,,,2168842,
475,0,44308,,,2168842,
475,0,44309,,,2168842,
475,0,44310,,,2168842,
475,0,44311,,,2168842,
475,0,44312,,,2168842,
475,0,44313,,,2168842,
475,0,44314,,,2168842,
475,0,44315,,,2168842,
475,0,44316,,,2168842,
475,0,44317,,,2168842,
475,0,44318,,,2168842,
475,0,44319,,,2168842,
475,0,44320,,,2168842,
475,0,44321,,,2168842,
475,0,44322,,,2168842,
475,0,44323,,,2168842,
475,0,44324,,,2168842,
475,0,44325,,,2168842,
475,0,44326,,,2168842,
475,0,44327,,,2168842,
475,0,44328,,,2168842,
475,0,44329,,,2168842,
475,0,44330,,,2168842,
475,0,44331,,,2168842,
475,0,44332,,,2168842,
475,0,44333,,,2168842,
475,0,44334,,,2168842,
